prec,tmin,tmax,rhum,srad,wspd
0,66.29,90.95,75.687,264.263,74.549
0,58.73,82.436,66.53,557.279,77.748
0,52.142,79.718,76.941,528.405,75.867
0.18,61.808,86.198,76.528,469.839,77.198
0,60.746,76.892,75.019,419.186,76.226
0.86,58.388,79.592,85.41,393.746,73.074
0,57.2,75.83,86.792,374.271,72.253
0.07,64.4,78.656,91.162,202.898,72.186
0,64.868,84.542,91.427,462.361,77.157
0,68.99,90.572,78.379,487.86,80.677
0.42,64.166,73.958,96.637,56.571,73.99
0.02,51.314,70.178,82.752,267.877,69.474
0,46.346,69.098,70.958,522.383,66.585
0,43.993,68.864,76.037,519.732,67.707
0,44.942,72.302,79.021,496.065,68.048
0,47.174,75.128,75.119,499.114,69.656
0,50.486,77.018,71.433,479.232,71.28
0,53.78,80.654,73.355,413.722,71.646
0,55.436,82.31,72.526,458.435,73.939
0,55.544,85.136,68.472,464.756,75.038
0,56.372,87.152,62.547,347.285,73.68
0,48.128,70.988,67.067,457.85,71.447
0.03,37.857,57.794,59.817,349.196,66.017
0.07,32.421,56.012,66.161,251.788,59.644
0.2,41.99,52.844,88.041,152.452,56.206
0,47.894,52.862,98.965,57.244,55.875
0,51.17,74.786,77.811,276.745,61.396
0,43.876,80.78,53.074,454.808,64.358
0,49.532,71.114,54.352,418.46,65.908
0,40.926,64.652,72.251,395.062,61.991
0,35.019,60.728,70.911,438.165,60.371
0,33.366,68.522,52.052,447.232,60.851
0,42.352,70.412,55.71,440.243,63.315
0,38.685,67.442,62.338,421.917,62.73
0,36.556,70.646,63.182,424.46,62.605
0,47.768,76.91,59.507,398.585,65.024
0,47.642,85.73,45.283,410.766,66.956
0,46.814,70.88,42.505,369.069,66.223
0,36.91,68.162,50.303,419.718,62.472
0,35.967,72.77,48.384,400.161,60.985
0,40.46,80.186,44.679,396.292,62.338
0,42.579,81.122,46.57,391.449,63.532
0,52.61,87.854,41.256,357.681,66.108
0,52.268,82.31,41.787,374.067,66.382
0.13,56.138,77.018,50.243,216.842,63.043
0,63.698,80.438,56.899,239.44,66.049
0.54,59.216,73.724,75.594,153.861,65.76
0.2,57.668,74.66,76.001,235.212,64.799
0.24,49.658,69.584,79.171,344.513,62.611
0.01,46.706,73.004,75.81,301.865,60.325
0.36,49.784,67.586,76.383,235.971,60.649
0,44.456,68.414,51.032,352.434,56.35
0,38.093,60.98,53.728,284.892,53.38
0,35.85,70.646,51.31,339.704,53.728
0,34.785,58.73,58.897,310.84,54.561
0.02,35.139,54.5,67.424,128.656,50.873
0,30.886,51.314,58.877,334.345,49.068
0,26.402,44.463,63.541,336.258,46.279
0,25.218,50.846,68.047,331.786,47.413
0,25.691,72.176,58.272,312.556,49.541
0.07,43.39,60.872,76.417,173.977,53.251
0,39.159,73.472,58.525,294.857,53.565
0,36.792,70.988,53.206,248.881,53.61
0,37.857,59.918,67.662,269.313,53.278
0,33.715,47.3,77.231,115.043,50.038
0,24.508,55.454,52.782,273.588,47.115
0,27.806,56.138,42.189,295.828,46.437
0,22.969,59.324,46.385,215.872,45.38
0,30.76,56.372,49.825,283.059,48.378
0,21.439,63.932,47.881,277.908,46.029
0,37.738,61.106,55.207,265.706,49.534
0.12,25.57,46.706,72.512,51.941,45.809
0,18.248,51.422,56.33,283.275,40.276
0,21.796,52.502,69.954,270.374,40.845
0,39.394,59.216,65.968,181.369,45.605
0,31.473,52.61,53.229,263.193,47.056
,26.519,49.298,42.335,,43.12
0,31.357,47.066,49.835,96.151,44.731
0,23.086,46.112,53.803,254.681,41.368
0,18.248,44.001,48.47,220.52,37.831
0,21.913,64.526,38.473,247.287,40.927
0,28.411,59,58.118,146.962,42.218
0,33.719,52.97,64.149,152.055,44.634
0,30.286,56.138,46.696,235.76,43.682
0,20.608,47.534,50.497,217.739,42.029
0,13.766,41.88,44.414,221.164,35.737
0,15.404,49.064,42.888,229.059,34.947
0,28.042,54.5,54.674,220.056,40.284
0,14.468,30.661,90.159,24.409,35.309
0.02,8.33,28.164,88.162,181.674,31.656
0,14.342,40.105,87.275,209.051,31.715
0,26.638,46.238,90.382,137.69,38.052
0,20.257,52.844,77.916,206.551,37.862
0.01,32.065,65.714,59.762,200.174,41.428
0,36.082,53.798,83.433,107.404,44.11
0,29.813,41.052,64.128,118.663,42.291
0,14.576,37.738,52.676,211.384,36.234
0,13.28,53.798,46.628,197.944,35.111
0,17.654,43.983,50.844,205.319,35.905
0,16.826,48.722,53.805,95.112,34.521
0,10.328,34.196,69.432,74.316,35.176
0,1.922,35.497,64.806,195.005,30.848
0,17.78,30.195,95.577,40.49,30.959
0.09,5.486,24.624,86.496,148.933,31.589
0,-1.498,21.112,87.552,136.757,32.501
0,-10.48,14,86.211,196.48,32.784
,8.798,35.139,83.302,157.669,33
,8.672,28.414,92.341,94.841,33.678
,-1.264,18.014,80.46,187.56,33.534
,-0.436,32.889,85.256,188.007,32.83
,22.386,36.325,94.342,81.638,33.261
,25.927,37.62,96.668,49.883,33.505
,25.81,35.733,99.555,32.914,33.554
,28.29,40.46,,24.984,
,16.826,30.898,81.617,105.034,33.226
,12.218,37.036,86.433,107.881,31.395
,18.14,46.814,,175.586,
,28.765,55.67,71.729,179.057,31.253
,23.205,35.496,79.537,94.393,31.684
,12.938,35.609,83.284,196.367,31.611
,17.906,38.449,79.057,132.878,30.833
,12.218,31.129,85.398,149.243,31.283
,11.642,41.761,67.872,180.537,29.554
,18.374,49.784,54.718,183.083,29.983
,23.916,44.708,61.246,188.899,31.011
,26.757,53.69,51.236,154.099,31.167
,23.09,38.449,66.303,173.543,31.362
,18.248,53.906,56.233,173.697,31.404
,32.297,51.08,,,
,25.572,41.526,85.804,48.834,36.379
,25.929,41.171,87.772,71.15,33.248
,22.269,34.9,53.125,190.645,32.524
,8.798,27.941,59.595,193.905,31.091
,9.626,46.112,57.081,141.652,29.501
,24.507,57.668,,178.938,
,31.357,69.35,41.65,183.742,31.827
,25.691,46.472,55.304,101.619,33.789
,17.186,42.933,61.495,139.665,32.254
,22.032,44.114,72.249,137.267,32.413
,24.271,53.33,60.852,194.624,33.235
,22.969,60.512,58.371,,35.037
,11.984,35.746,83.419,49.113,33.205
,4.424,12.578,80.162,78.654,30.357
,-0.904,26.758,64.061,169.961,26.78
,18.716,40.341,64.345,197.801,29.974
,21.682,54.158,47.832,200.485,30.314
,14.702,34.662,75.639,192.704,31.2
,-1.606,15.656,84.292,213.639,29.462
,1.832,39.279,69.74,198.043,27.989
,-2.434,8.33,61.931,204.373,25.214
,0.392,13.874,83.013,157.164,26.846
,-3.856,23.808,87.252,170.87,26.678
,20.739,33.251,93.293,50.742,28.901
,9.5,26.762,91.444,99.778,30.015
,3.47,29.95,93.147,159.83,29.795
,24.035,31.597,99.262,85.558,30.533
,22.028,39.987,79.356,192.446,30.727
,23.562,36.68,81.714,132.897,31.109
,19.785,40.698,55.911,237.978,30.868
,13.406,37.27,59.431,171.383,30.05
,29.343,64.4,36.081,247.873,30.73
,30.285,54.5,57.089,245.591,31.645
,24.863,54.392,56.15,210.024,32.292
,20.604,54.158,57.847,203.834,32.218
,29.707,39.513,90.975,28.987,32.068
,24.274,32.315,97.734,63.618,31.716
,20.255,27.349,99.932,87.025,31.558
,12.578,44.458,87.494,270.05,31.278
,20.851,29.242,86.86,35.326,31.479
,7.502,29.696,81.395,287.501,30.346
,14.828,35.728,85.528,228.71,29.988
,0.41,27.111,62.495,291.599,28.179
,-3.748,22.152,56.452,309.899,23.5
,-4.576,27.113,62.211,292.557,24.174
,9.842,28.159,96.2,165.599,28.65
,3.83,41.734,87.158,298.964,29.588
,26.757,39.277,89.801,174.352,30.769
,21.56,44.69,72.508,322.075,29.873
,20.964,38.331,75.334,296.546,31.103
,13.874,40.449,67.185,330.463,30.82
,17.546,44.107,72.654,299.901,30.792
,31.122,37.742,89.92,16.052,31.245
,28.177,41.756,78.953,317.784,31.406
,29.827,51.08,77.431,306.966,33.121
,26.164,38.093,98.07,68.696,32.463
,14.234,30.765,87.521,327.854,31.786
,6.188,29.48,82.776,367.691,31.782
,20.498,41.524,71.367,342.809,32.228
,13.532,33.834,72.074,355.014,31.548
,30.772,45.788,93.528,33.226,31.554
,26.519,39.274,90.097,58.661,31.801
,22.973,36.437,93.209,136.155,31.821
,25.101,36.084,80.827,293.229,32.16
,20.619,34.432,75.17,380.176,31.868
,21.09,46.004,79.585,298.715,33.313
,20.503,54.248,62.533,388.713,35.565
,33.364,74.534,50.603,395.775,42.741
,27.23,56.642,85.006,91.116,41.276
,21.209,48.596,53.632,420.846,38.193
,22.505,62.528,45.314,414.371,40.665
,37.384,69.458,24.853,426.236,46.485
,40.68,52.862,72.336,141.98,45.634
,39.749,68.648,75.067,374.855,48.582
,36.084,79.736,52.406,429.466,50.983
,42.217,71.582,51.199,438.939,54.581
,34.902,76.91,59.128,370.184,53.689
,39.385,81.842,56.454,431.12,57.287
,57.668,81.842,69.161,287.946,61.32
,62.87,83.606,63.502,421.094,64.943
,50.126,67.352,84.834,152.595,60.096
,47.174,56.858,85.734,192.029,53.649
,47.3,62.87,90.142,246.252,55.595
,47.534,63.68,78.126,280.555,57.212
,39.513,69.926,57.92,471.001,55.726
,39.513,79.718,,,
,42.804,66.164,77.264,349.184,58.684
,49.658,83.606,56.416,400.946,60.667
,41.734,74.3,41.016,462.8,62.505
,38.21,70.988,46.99,448.72,59.597
,47.066,66.542,73.555,238.934,58.183
,41.16,73.832,65.903,362.711,56.8
,47.894,87.746,41.44,507.139,61.683
,48.686,90.338,50.807,503.098,64.735
,50.018,86.45,66.093,496.725,66.965
,46.238,63.698,61.989,270.027,59.367
,45.878,64.994,40.221,230.062,57.617
,41.985,65.336,34.717,528.357,59.463
,33.84,66.65,,456.417,
,37.506,58.982,40.642,515.674,57.113
,29.361,69.116,29.598,508.258,53.994
,30.058,61.214,29.705,538.04,53.884
,25.929,55.778,29.525,523.939,52.01
,28.413,56.966,33.771,554.792,53.473
,34.9,47.894,71.076,100.973,48.993
,45.878,65.354,79.668,366.047,53.077
,43.637,70.196,85.868,183.669,52.419
,40.219,67.946,75.347,395.266,56.207
,36.203,50.954,78.793,313.437,48.591
,34.786,75.254,60.86,545.04,53.176
0.36,46.706,66.164,68.986,505.001,58.43
0.21,39.751,49.784,90.816,63.815,51.031
0,33.364,58.262,65.283,557.433,52.13
0.05,39.751,69.008,51.785,527.311,55.017
0,38.566,61.574,52.588,608.432,55.83
0,34.43,72.77,43.142,608.635,57.075
0,46.58,89.15,37.54,541.283,63.999
0,57.794,86.45,34.094,522.237,68.046
0,49.298,69.584,46.298,512.519,65.919
1.57,40.579,63.824,66.473,269.206,57.748
0,39.868,58.262,86.709,407.573,55.658
0,43.641,51.548,92.977,142.931,53.302
0,45.518,73.364,67.817,587.909,59.752
0,54.482,83.498,69.089,506.579,65.773
0.26,51.548,83.246,77.28,479.477,67.836
0.01,61.574,85.73,61.699,580.148,71.982
0.9,60.404,85.136,74.642,487.516,71.056
0.02,59.792,86.45,79.853,454.389,71.686
0.31,48.83,73.832,84.618,199.474,65.047
0,44.924,67.118,52.974,579.603,60.996
0,41.05,63.464,60.077,462.732,58.568
0,38.093,68.396,58.709,629.993,61.64
,45.518,86.918,,,
0,48.722,71.258,53.311,509.695,66.9
0,47.534,69.818,42.321,549.441,66.596
0,43.869,75.83,34.603,654.604,67.644
0,45.068,83.246,30.467,663.716,69.846
0,51.44,79.394,30.88,655.771,71.008
0,45.41,80.06,30.761,663.737,70.08
,58.496,93.416,26.548,609.829,72.624
0,62.402,92.822,36.931,613.986,75.756
0.4,56.732,79.862,67.134,239.475,71.486
0.01,49.784,69.116,64.655,604.818,67.34
0,46.598,75.614,46.506,600.628,66.488
0,55.202,87.62,39.831,637.846,70.511
0.89,54.014,84.092,55.201,409.676,71.952
0.79,51.206,68.864,86.636,317.283,65.045
0.06,48.722,62.402,90.405,155.573,60.129
0.14,56.498,89.636,76.774,484.711,67.595
0.21,60.242,89.042,71.171,449.83,72.933
1.96,53.78,73.238,66.384,623.909,69.737
0.15,49.55,70.754,51.537,691.64,67.982
0,43.988,61.34,77.115,338.315,62.525
0.09,45.644,60.62,80.813,377.733,60.042
,42.228,62.762,,,
0.01,50.126,77.954,54.715,695.065,66.904
0,56.012,91.868,51.938,607.282,73.476
0,61.214,86.918,45.673,683.801,78.165
0,60.044,85.856,48.017,582.201,77.192
0,62.87,84.668,54.469,558.691,77.385
0,62.276,84.542,56.446,585.254,77.903
0,61.7,86.684,47.394,652.763,77.923
0,62.51,88.808,46.122,670.488,78.91
0,57.326,80.096,66.133,306.614,75.281
0,52.25,78.206,47.228,691.147,73.51
0,48.47,71.582,54.127,519.858,72.232
0,58.028,84.434,55.575,606.426,73.497
0,67.226,86.45,65.795,332.233,74.914
0,61.934,76.892,72.629,417.135,74.979
0.02,58.73,80.312,68.422,406.478,72.277
0.16,53.78,91.04,63.406,622.957,72.372
0,74.66,96.566,51.338,668.653,80.25
,77.378,92.822,57.829,,
0.33,57.2,77.846,83.019,141.058,73.317
0,50.846,79.484,58.313,732.183,71.501
0,54.5,83.138,57.067,686.38,76.265
0.34,60.98,82.904,73.391,540.424,76.078
0,63.464,86.432,81.683,552.816,79.176
0,69.116,84.434,74.725,606.135,81.917
0,62.87,86.324,65.838,680.763,80.947
0,71.816,99.986,56.422,619.611,85.119
0,71.816,90.572,74.813,632.955,88.392
0.54,66.866,84.2,74.192,361.424,80.482
0,63.464,83.966,77.07,335.748,76.5
0,67.46,89.51,74.479,451.322,78.849
0,68.756,93.056,65.665,626.67,82.555
0,67.712,95.756,67.831,633.932,84.574
0,69.584,94.586,64.094,629.133,85.947
0,74.66,95.612,64.913,531.413,87.343
0,70.286,99.41,57.847,667.343,88.55
0,66.056,83.264,74.754,534.954,85.752
0,64.058,82.436,65.566,541.887,83.469
0,58.73,89.276,62.4,634.589,84.358
0,58.262,84.542,55.907,682.133,84.591
0,58.982,84.434,62.629,677.238,84.143
0,60.62,89.276,64.666,525.075,83.62
0,64.634,93.038,52.549,661.711,87.354
0,65.462,95.846,60.984,591.129,88.742
0,68.414,93.632,64.195,636.109,88
0,70.178,94.46,52.943,650.105,87.726
0,66.758,97.97,57.56,628.228,88.068
0,70.88,94.442,62.987,604.8,89.158
0,67.352,97.142,60.591,659.233,90.425
0,68.756,95.864,63.774,609.051,89.787
0,71.114,93.29,55.59,473.667,86.91
0,71.582,101.876,46.859,622.215,89.325
0,72.896,101.876,46.204,614.827,90.762
0,72.644,98.924,48.312,629.689,90.233
0.02,69.098,95.99,57.491,555.448,89.345
0,63.932,91.76,52.769,642.822,87.002
0,58.154,85.262,61.926,649.941,84.929
0,63.698,83.498,67.399,184.756,78.984
0,61.34,93.398,63.314,604.412,83.67
0,66.29,100.094,51.587,617.9,88.077
0,65.804,93.506,59.7,603.891,88.121
0.7,65.228,97.502,57.008,603.613,87.637
0,64.652,89.15,72.882,601.752,83.508
0,67.46,93.866,62.74,572.903,84.723
0.41,59.45,80.186,63.143,574.786,78.474
0,53.078,82.184,67.145,625.878,77.762
0,56.264,93.164,55.736,619.868,80.265
0,63.446,93.272,57.711,573.784,84.193
0,64.4,89.87,68.118,519.781,84.808
0,58.028,84.434,62.034,574.295,81.663
0,51.548,77.702,64.085,613.783,79.475
0.03,51.908,75.488,72.066,283.122,74.508
0.03,57.794,72.41,84.686,207.361,71.863
0,57.56,79.25,65.263,560.773,75.534
0,54.482,81.716,65.826,413.848,75.51
0.06,59.918,90.23,67.321,471.209,77.592
0,54.374,73.832,55.963,585.387,74.659
0,44.69,77.81,50.289,593.305,74.366
0.43,48.956,67.01,82.811,257.247,67.404
0,44.573,79.466,64.235,498,67.5
0,50.594,81.824,60.426,558.768,73.753
0,53.204,86.558,56.172,566.926,75.648
0,57.56,89.744,54.739,458.462,76.426
0,62.51,86.558,64.486,433.145,77.257
0,61.934,80.888,81.26,400.923,77.063
,61.34,75.722,,,
0,58.262,84.794,77.352,489.173,77.065
0,55.904,90.788,69.078,514.146,78.762
0,61.7,96.458,56.133,458.453,79.549
0,64.4,99.86,36.28,510.334,80.73
0,65.336,100.112,40.167,514.483,81.794
0,60.278,89.978,59.058,500.102,81.448
0,63.104,91.382,56.203,496.599,82.851
0,60.386,96.224,59.789,482.417,82.329
0.08,62.51,86.216,70.62,185.226,77.28
0,61.7,96.332,53.59,499.824,80.163
0,56.606,79.484,51.111,496.022,78.511
0,46.814,89.87,46.241,492.726,75.205
0.04,48.722,73.598,56.619,328.572,72.333
0,41.992,83.732,41.045,517.922,70.459
0,42.451,75.704,52.461,519.599,71.635
0,48.47,88.916,41.799,499.599,71.951
0,57.56,95.756,33.287,457.681,75.224
0.44,51.782,75.254,62.678,38.499,67.633
0,44.101,74.894,60.793,476.343,65.748
0,50.612,82.184,42.303,489.673,68.187
0,47.642,81.842,44.233,485.461,68.776
0,55.904,80.546,67.665,402.485,70.349
0.03,39.384,67.712,58.561,389.694,67.538
0,35.26,71.942,51.25,469.028,64.688
0,45.41,79.628,37.874,437.362,67.133
0,44.348,70.052,35.763,263.879,64.487
0,51.422,72.068,36.498,458.487,66.315
0,31.825,60.512,39.964,472.5,62.35
0,35.611,68.036,37.918,429.946,61.465
0,41.992,77.954,42.835,379.005,64.022
0,43.983,82.418,38.103,397.862,66.736
0,44.337,74.192,32.126,427.16,66.169
0,36.435,75.614,30.723,433.961,64.887
0,37.503,76.892,27.665,376.431,64.207
0,43.88,80.762,36.975,401.692,65.61
0,43.988,81.014,38.551,332.028,65.435
0,42.208,70.052,53.804,258.83,63.454
0,35.022,73.724,34.695,419.228,61.731
0,39.04,81.14,35.723,388.793,62.925
0,30.409,52.25,60.253,390.492,59.53
0,26.283,50.486,53.953,285.06,52.112
0,22.496,44.816,57.957,354.836,48.974
0,18.14,58.262,42.899,400.008,49.454
0,39.159,72.644,35.94,234.565,55.068
0,28.047,54.392,57.827,217.864,54.894
0,26.519,63.698,42.818,377.99,51.915
0,30.879,51.908,49.196,207.618,52.695
0,26.283,55.328,46.777,241.786,49.602
0.09,49.19,70.754,79.031,240.677,57.679
0,40.564,63.824,53.471,348.676,57.036
0,35.496,75.956,50.602,328.108,56.872
0,49.064,74.786,50.857,330.486,61.636
0,49.55,67.136,38.692,138.391,58.165
,,,74.011,43.919,49.083
0.18,35.614,43.876,92.121,59.945,45.436
0,29.352,63.23,76.501,324.239,47.295
0,41.281,70.88,63.806,319.66,52.881
0,44.577,57.2,88.42,51.622,52.867
0,44.69,59.918,92.389,67.56,55.214
0.06,39.267,50.126,91.717,12.883,51.342
0.33,28.886,39.623,90.402,64.929,41.616
0,28.65,37.627,70.993,84.569,38.819
0.03,23.454,44.575,77.259,202.666,39.717
0,29.116,51.782,70.41,262.54,42.519
0,36.675,56.84,57.507,287.238,46.295
0,35.371,52.952,58.1,186.163,46.041
0,28.054,64.4,55.487,249.564,46.02
0,31.588,45.536,87.837,59.506,44.386
0,30.169,44.816,68.536,118.571,42.495
0,28.407,50.252,75.078,219.112,44.074
,33.602,54.5,,,
0,35.139,39.394,90.065,52.155,43.59
0,30.168,54.266,67.283,257.101,44.231
0,25.808,54.014,69.854,230.722,42.927
,34.905,61.106,58.142,249.989,45.856
,32.067,56.606,84.482,158.855,46.134
,28.042,61.448,87.762,162.357,49.344
,17.186,28.395,74.058,232.995,37.436
,16.232,35.022,63.974,246.423,32.537
,17.186,52.034,55.316,148.709,32.93
,21.432,53.672,61.912,209.993,37.665
,27.466,51.908,66.264,229.715,41.734
,18.734,52.034,70.797,229.25,38.782
,33.485,60.746,66.986,181.906,42.137
,32.891,61.214,62.41,192.343,43.894
,34.549,55.67,74.554,211.936,44.643
,25.336,60.872,67.904,210.453,43.281
,40.932,70.754,52.082,212.72,47.087
,29.694,52.376,67.775,177.608,46.434
,14.36,29.934,58.901,218.219,37.242
,13.046,43.41,52.887,127.165,34.622
,26.755,38.804,71.251,45.311,37.039
,8.564,29.712,70.387,137.879,35.561
,8.924,39.159,76.488,141.012,31.951
,15.764,46.472,66.598,191.921,32.9
,22.266,50.72,70.444,193.561,36.2
,20.019,45.878,80.29,172.416,36.778
,29.476,56.408,84.632,91.591,38.953
,24.982,60.98,73.75,155.132,40.195
,30.643,58.046,60.217,173.675,43.536
,32.302,53.798,44.343,191.967,40.185
,23.328,54.158,47.382,91.785,38.89
,35.254,50.252,51.166,84.97,42.816
,24.152,36.914,88.01,32.524,37.503
,25.455,33.84,94.308,42.873,35.866
,5,34.077,85.319,87.719,33.451
,-1.858,29.005,70.672,193.057,28.086
,19.427,39.987,70.557,176.589,29.824
,26.177,51.44,38.89,169.07,30.747
,20.021,38.579,57.745,149.2,31.52
,18.014,47.3,71.22,138.134,31.854
,26.283,40.46,98.231,12.592,36.381
,22.622,26.992,92.175,72.077,32.997
,22.503,27.703,98.484,11.236,32.208
,24.154,38.212,92.701,128.693,31.987
,18.248,35.497,85.414,68.728,32.267
,8.204,20.377,88.417,168.408,32.621
,6.548,25.572,83.127,187.261,32.274
,10.454,31.356,88.783,182.371,31.747
,5.954,18.482,88.358,145.182,29.634
,2.516,15.17,84.121,166.597,26.55
,-1.012,10.22,83.305,162.317,23.174
,-2.794,16.484,81.069,166.204,22.659
,8.33,18.248,94.389,81.216,25.162
,9.734,17.42,94.47,146.131,28.867
,-2.92,22.858,89.001,172.404,29.621
,5.126,30.292,85.933,175.495,29.834
,4.766,20.026,88.02,112.07,30.026
,5.486,20.502,91.929,117.797,29.76
,5.72,31.357,90.29,85.53,29.732
,9.86,27.468,87.929,134.588,30.101
,7.844,34.074,80.403,198.859,29.599
,4.064,31.609,84.853,197.403,29.37
,7.016,28.751,85.298,206.839,29.354
,18.716,35.371,81.569,170.636,29.89
,9.626,39.877,87.902,115.474,29.774
,21.312,36.556,82.522,195.91,30.349
,26.519,35.499,91.285,44.473,30.811
,18.716,37.384,98.374,10.285,31.147
,5,19.076,78.907,141.544,26.735
,3.362,15.998,76.108,191.547,21.678
,3.47,26.757,74.773,212.451,21.758
,11.642,32.184,69.925,214.745,24.311
,18.248,47.066,75.531,208.466,28.266
,20.259,42.467,91.288,144.869,30.899
,28.769,54.626,64.081,216.582,31.063
,11.264,46.346,63.872,220.275,31.687
,3.938,13.64,78.647,94.851,29.661
,-3.514,6.908,71.951,128.749,25.034
,5.018,15.17,82.883,122.249,24.882
,1.22,21.684,81.488,221.781,25.775
,-3.028,14.954,70.744,110.265,22.779
,11.048,37.627,75.633,228.495,25.296
,9.5,43.536,72.879,157.575,25.93
,32.065,35.852,93.011,7.553,30.229
,30.288,38.923,100,53.588,31.033
,23.562,33.84,96.351,89.868,31.394
,4.172,24.035,82.997,133.846,30.715
,-6.592,4.658,71.085,222.952,19.48
,-6.574,34.095,75.241,133.1,19.469
,18.014,40.345,80.299,95.252,26.782
,17.186,51.44,62.161,255.424,28.047
,16.718,31.354,91.43,58.178,29.524
,24.042,44.816,72.951,279.348,29.301
,27.349,46.706,82.784,47.472,31.096
,24.863,35.02,90.88,24.968,31.249
,21.915,33.483,89.198,143.024,30.934
,24.28,50.126,80.733,232.927,30.69
,25.572,39.515,95.358,21.244,31.557
,18.014,26.638,84.774,70.647,31.437
,14,39.279,75.779,310.359,29.591
,22.624,49.892,74.049,273.814,30.873
,13.874,38.215,79.882,150.047,31.383
,6.548,24.982,87.934,154.488,31.453
,1.94,32.421,89.558,186.69,31.371
,17.906,47.408,80.914,271.885,31.216
,9.626,39.159,77.44,118.121,31.44
,-0.436,17.312,68.234,353.296,26.467
,-1.858,22.035,61.706,142.632,22.16
,16.826,22.395,75.023,41.225,25.324
,7.97,20.721,90.839,335.631,27.823
,-1.372,24.618,88.961,359.229,28.433
,8.078,21.549,96.029,236.93,28.764
,13.64,30.999,91.869,355.057,29.355
,17.546,25.929,97.68,171.913,30.095
,14.936,30.411,88.355,353.713,29.836
,21.204,25.101,90.387,182.353,29.976
,8.564,27.228,83.023,344.85,29.783
,-0.544,31.356,86.481,287.585,28.692
,21.448,34.308,87.504,243.657,29.431
,24.744,35.497,80.734,182.733,30.56
,18.608,25.691,83.257,196.446,30.237
,15.062,32.657,84.881,329.752,28.991
,20.03,43.527,79.376,365.718,29.488
,26.046,47.894,83.82,228.833,30.842
,28.648,46.598,,,
,18.374,29.716,95.382,151.835,31.643
,11.858,32.423,83.371,396.891,31.647
,17.186,30.664,83.647,203.647,31.646
,11.75,33.721,82.017,424.423,31.558
,28.294,56.966,78.38,429.147,33.805
,28.873,50.486,86.986,284.151,37.433
,19.076,31.591,83.628,291.798,32.972
,18.968,39.277,78.239,356.534,33.473
,16.592,34.315,66.486,425.001,32.518
,12.344,44.01,65.413,462.74,32.476
,9.032,31.24,59.049,490.595,31.39
,13.046,31.946,68.95,258.186,31.433
,21.087,30.187,83.042,70.231,31.543
,24.152,31.131,92.039,106.897,31.482
,17.654,25.929,87.085,267.819,31.503
,18.374,26.991,84.97,241.208,31.272
,9.986,40.689,69.939,513.594,30.777
,22.032,51.674,64.748,490.539,33.011
,24.627,52.034,69.599,279.889,35.111
,30.538,66.29,58.355,484.863,41.285
,36.084,61.214,79.439,434.322,45.343
,19.783,47.3,72.975,401.653,41.165
,13.64,38.804,62.878,553.25,37.705
,18.374,50,54.567,431.032,39.3
,25.572,59.324,50.326,529.913,42.359
,32.772,60.278,47.983,482.262,46.338
,28.873,64.292,53.869,315.141,45.724
,39.852,68.414,57.301,430.462,51.628
,35.377,66.308,74.707,,48.873
,33.123,71.24,79.95,391.793,51.851
,26.164,42.813,98.47,33.515,41.361
,27.466,32.544,98.9,165.028,35.35
,25.691,33.242,99.44,432.599,34.308
,23.324,31.707,90.946,422.625,33.833
,22.503,42.694,84.507,396.597,33.633
,33.363,54.032,83.418,251.842,39.754
,28.058,44.231,71.035,371.444,38.684
,29.714,48.128,67.482,466.065,43.042
,31.242,36.916,95.069,49.331,38.796
,27.111,31.957,96.391,356.199,34.303
,21.799,39.277,70.2,617.912,36.09
,20.968,39.987,68.812,246.203,34.841
,33.363,59.936,72.203,315.263,41.153
,26.875,38.921,96.392,58.411,37.474
,21.076,32.184,81.019,616.903,34.684
,23.571,53.096,70.282,579.894,38.497
,23.801,69.008,51.846,625.411,45.538
0,41.873,74.192,39.584,627.683,55.536
0,34.898,75.956,54.208,613.311,58.55
0,44.467,84.794,47.645,536.537,60.926
0,45.536,80.42,49.018,559.395,62.58
0.21,45.518,69.008,45.846,456.955,62.155
1.95,31.237,47.174,92.473,98.952,44.708
0,31.354,50.846,62.525,586.524,44.584
0,26.402,52.502,56.951,637.42,46.054
0.06,35.375,39.868,87.855,67.514,43.118
0.04,37.738,49.784,92.101,205.659,45.663
0,39.159,64.508,74.098,525.698,53.753
0,42.93,70.412,69.454,370.928,55.366
0.92,53.672,62.636,96.175,189.498,56.109
0.01,47.768,58.748,95.528,71.316,54.736
0,42.336,67.46,71.29,586.599,56.782
0,37.976,55.922,43.708,688.757,55.272
0,31.829,65.696,33.579,694.318,55.576
0,43.052,88.448,40.697,567.111,60.847
0,56.372,102.128,29.275,609.24,67.873
0,54.482,80.546,39.672,566.26,68.554
1.07,55.904,81.986,60.812,353.524,64.047
0,56.966,86.198,66.944,520.763,65.449
0.17,59.216,81.032,72.966,366.336,66.606
1.33,55.4,69.836,89.813,199.946,63.976
0.09,53.798,69.602,80.89,288.025,60.15
0.04,48.596,60.98,90.496,274.578,57.077
0.12,48.236,54.968,94.116,215.533,55.2
0,47.066,68.756,63.033,711.801,60.702
0,45.752,71.582,59.22,419.257,59.861
0,57.092,72.176,81.296,529.746,65.637
0.28,50.936,63.59,96.778,84.076,62.085
0.67,54.716,72.176,88.405,500.555,64.848
0,54.842,77.378,77.447,646.536,68.214
0.74,59.216,76.442,88.028,174.286,66.057
0.33,56.498,77.27,75.089,499.034,65.031
